index,Name,Platform,RatingOutOf20,Publisher,Year,Classification,Description,Genre
1082,Far Cry,PC,18/20,Ubisoft,2004.0,+16 ans,"We can say that these last few months have been particularly trying for FPS eaters who have had to endure a horrible shortage. Finally this playful famine ends with the arrival of Far Cry, the FPS whose name has been on everyone's lips for several weeks and which risks causing a violent recovery in the graphics card market.",Shooter
1083,Far Cry 2,PS3,15/20,Ubisoft,2008.0,+16 ans,"We saw it as one of the FPS of the year, a blockbuster aiming for perfection. Far Cry 2 follows in the footsteps of an illustrious predecessor and takes us to visit an Africa that wants to be larger than life. But beauty is not everything, you also need a well-rounded head to make things last in the long term.",Action
1084,Far Cry 2,PC,15/20,Ubisoft,2008.0,+16 ans,"We saw it as one of the FPS of the year, a blockbuster aiming for perfection. Far Cry 2 follows in the footsteps of an illustrious predecessor and takes us to visit an Africa that wants to be larger than life. But beauty is not everything, you also need a well-rounded head to make things last in the long term.",Action
1085,Far Cry 3,PS3,18/20,Ubisoft,2012.0,+18 ans,"Wait, wait! Far Cry 3 you say? Muarf! We see them coming, the little guys from Ubisoft! They're going to replace malaria with chronic diarrhea, give us rusty bombs that jam at the slightest shot, and increase the number of checkpoints with vampire guards who resuscitate each time we pass through! Yeah, well it could have been funny, but actually no, Far Cry 3 is just a damn good game.",Shooter
1086,Far Cry 3,PC,18/20,Ubisoft,2012.0,+18 ans,"Wait, wait! Far Cry 3 you say? Muarf! We see them coming, the little guys from Ubisoft! They're going to replace malaria with chronic diarrhea, give us rusty bombs that jam at the slightest shot, and increase the number of checkpoints with vampire guards who resuscitate each time we pass through! Yeah, well it could have been funny, but actually no, Far Cry 3 is just a damn good game.",Shooter
1087,Far Cry 4,PS3,16/20,Ubisoft,2014.0,+18 ans,"If by chance you wanted to take advantage of mid-November to isolate yourself in the heart of the Himalayas, skillfully alternating between guerrilla warfare, hunting, exploration and climbing to fill your days: know this, dear readers, Far Cry 4 is here for that. So what is this Far Cry revisited with stalactites worth, we will see it right away... Carabiners, ice axes, ice picks just in case, follow the guide!",Shooter
1088,Far Cry 4,PS4,16/20,Ubisoft,2014.0,+18 ans,"If by chance you wanted to take advantage of mid-November to isolate yourself in the heart of the Himalayas, skillfully alternating between guerrilla warfare, hunting, exploration and climbing to fill your days: know this, dear readers, Far Cry 4 is here for that. So what is this Far Cry revisited with stalactites worth, we will see it right away... Carabiners, ice axes, ice picks just in case, follow the guide!",Shooter
1089,Far Cry 4,PC,16/20,Ubisoft,2014.0,+18 ans,"If by chance you wanted to take advantage of mid-November to isolate yourself in the heart of the Himalayas, skillfully alternating between guerrilla warfare, hunting, exploration and climbing to fill your days: know this, dear readers, Far Cry 4 is here for that. So what is this Far Cry revisited with stalactites worth, we will see it right away... Carabiners, ice axes, ice picks just in case, follow the guide!",Shooter
1091,Farm Frenzy 3,DS,11/20,Unknown,2011.0,+3 ans,"Simple, undemanding and running in a loop, Farm Frenzy 3 plays the mainstream game card to the fullest. If the title does not dazzle with its depth, its low price nevertheless makes it a good pick for the occasional player who is a fan of addictive concepts.",Strategy
1092,Farming Simulator 2013,PC,11/20,Focus Home Interactive,2012.0,+3 ans,"After being a hit on PC in 2011, the Farming Simulator series returns to our screens in the form of a 2013 episode with some improvements that fans of virtual farming will not fail to appreciate.",Simulation
1093,Farming Simulator 2013,PC,3/20,Focus Home Interactive,2012.0,+3 ans,"The name Lumberjack Simulator 2011 may mean something to you if you are a video game historian, a chainsaw enthusiast or a serious patient ready for any extreme experience. Be happy, thanks to Just for Games, this landmark is back under a new name. So be careful, it will go very quickly and it will cut dry.",Simulation
1094,Fat Princess: Fistful of Cake,PSP,15/20,Sony Computer Entertainment,2010.0,+12 ans,"Have you ever noticed that female characters in video games almost all look the same? It must be admitted that apart from a few exceptions we always find the same stereotype of the skinny and not very resourceful young girl who quietly waits for her prince charming to come and get her out of a bad situation. The creators of Fat Princess took great pleasure in twisting this preconceived idea by offering us the opportunity to save delicious, curvy princesses.",Action
1096,Field Commander,PSP,15/20,Sony Online Entertainment,2006.0,+7 ans,"A question in preface: wouldn't the most appropriate angle to share with you our modest impression of Field Commander be that of the comparison, point by point, with Advance Wars Dual Strike? By the absurd, this is quite deliberately what we will carefully avoid doing here. PSP owners and wargaming nascents don't care about counting points after all. Fans of mobile wargames are certainly all familiar with AWDS. And ultimately no one wants to be taken for an idiot for having to endure the flat observation: Field Commander cannot be as successful, it lacks the stylus and the second screen!",Strategy
1097,An American Tail: Fievel's Gold Rush,GBA,13/20,Conspiracy Entertainment,2002.0,+3 ans,Do you remember Fievel the little Russian mouse? Well the little one is back in a new adventure on Gameboy Advance. Platforms and bad cats are there in this new game which should appeal to the youngest...,Platform
1098,FIFA Soccer 07,PSP,13/20,Electronic Arts,2006.0,+3 ans,"The tour of machines hosting FIFA 07 continues. Today, stopover on PSP. A medium which has so far been rather successful for Electronic Arts' games and which is already welcoming its third FIFA (not counting FIFA Street) in Europe. Once again, the title is banking on a few small exclusives to attract portable players.",Sports
1099,FIFA Soccer 07,DS,11/20,Electronic Arts,2006.0,+3 ans,"We won't last long. A new issue of FIFA is just another game of the seven mistakes. The repetition with old episodes is inevitable anyway. FIFA 07 on DS therefore benefits from the foundations laid by the first two passages, to which EA has added some contributions. The whole question is whether they justify the investment from one edition to the next.",Sports
1100,FIFA Soccer 07,PS2,13/20,Electronic Arts,2006.0,+3 ans,"Professional footballers returned to school a few weeks ago. It is the turn of the developers to make their qualities speak for themselves and to show that they too have taken advantage of a full year (FIFA 06 was released on September 29) to question themselves and listen to the wishes of the public that he aims, whether more or less demanding. The football seen by EA must be renewed, this is also the ambition of this version 07 which plans to strike a big blow, a bit like every year...",Sports
1101,FIFA Soccer 08,DS,12/20,Electronic Arts,2007.0,+3 ans,"FIFA and the Nintendo DS is a story of incompatibility between a title which persists in seeking a certain realism and a support that is not sufficiently exploited, often confined to the role of the last wheel of the carriage. This vintage 08 is not yet perfect but undertakes to correct a certain number of inconsistencies, which ends up attracting our discerning eye. But for how long ?",Sports
